transaction_id,order_date,customer_id,customer_name,country,product_id,product_category,quantity,price,payment_method,order_status
T2579,2025-10-18,C131,Sandra Phillips,DE,P147,Books,5,310.63,PayPal,Returned
T2580,2025-05-16,C72,Charles Hill,AU,P132,Books,3,481.1,Debit Card,Returned
T2581,2025-10-09,C45,Kimberly Butler,FR,P189,Books,5,-88.96967359384908,PayPal,Completed
T2582,2026-02-11,C79,Anthony Lee,US,P29,Books,4,387.59,PayPal,Returned
T2583,2025-06-13,C33,Robert Carroll,AU,P194,Sports,3,498.67,UPI,Cancelled
T2584,2026-01-22,C148,Gloria Smith,DE,P176,Books,2,204.91,Credit Card,Cancelled
T2585,2025-09-12,C221,Matthew Williamson,FR,P27,Electronics,5,411.96,Debit Card,Returned
T2586,2025-09-05,C18,Cindy Mcmillan,US,P4,Electronics,1,283.11,PayPal,Completed
T2587,2026-01-25,C160,Billy Hernandez,DE,P148,Books,3,386.52,Credit Card,Completed
T2588,2025-10-27,C189,Nancy Hughes,IN,P101,Sports,4,82.07,UPI,Cancelled
T2589,2026-03-07,C171,Daniel Finley,AU,P51,Sports,2,482.57,PayPal,Completed
T2590,2025-03-24,C257,Danny Lee,UK,P193,Sports,3,160.44,UPI,Cancelled
T2591,2025-04-01,C82,Reginald Peterson,CA,P77,Home,4,56.7,Credit Card,Returned
T2592,2025-05-06,C221,Ashley Roach,UK,P90,Clothing,5,203.18,Credit Card,Cancelled
T2593,2026-03-12,C241,Jane Davidson,CA,P196,Books,3,93.37,Credit Card,Returned
T2594,2026-04-15 12:42:24.029535,C3,Elizabeth Randall,DE,P89,Clothing,4,442.65,Credit Card,Completed
T2595,2025-04-11,C119,William Reynolds,AU,P105,Home,2,149.63,Credit Card,Cancelled
T2596,2025-09-29,C253,Jillian Frazier,CA,P4,Home,4,310.71,UPI,Cancelled
T2597,2025-10-21,C66,Megan Reeves,UK,P15,Clothing,2,151.93,Debit Card,Completed
T2598,2025-11-13,C124,Audrey Reed,AU,P141,Home,2,211.8,PayPal,Completed
T2599,2026-03-03,C153,Billy Rodriguez,IN,P1,Clothing,4,266.7,Debit Card,Cancelled
T2600,2025-06-11,C114,Mr. Christopher Phelps,AU,P111,Electronics,4,16.19,Credit Card,Returned
T2601,2025-06-28,C172,Donna Smith MD,XYZ,P75,Clothing,-4,434.64,Credit Card,Completed
T2602,2026-03-13,C130,Jennifer Carter,US,P117,Sports,2,387.27,Debit Card,Cancelled
T2603,2025-08-01,C45,Danielle Stone,XYZ,P158,Books,5,107.09,PayPal,Completed
T2604,2025-10-28,C289,Amanda Dillon,DE,P190,Sports,2,333.85,Debit Card,Cancelled
T2605,2025-04-17,C203,Cody Vasquez,CA,P82,Electronics,1,309.42,Debit Card,Cancelled
T2606,2025-05-20,C135,Katie Prince,US,P77,Electronics,5,43.95,UPI,Returned
T2607,2025-12-01,C290,Carly Morrow,FR,P199,Home,5,150.7,Debit Card,Returned
T2608,2025-06-13,C222,Bradley Kim,FR,P26,Home,4,96.63,Debit Card,Returned
T2609,2025-06-15,C285,Haley Hayes,FR,P9,Sports,2,93.15,Credit Card,Completed
T2610,2025-03-19,C115,Christopher Anderson,FR,P46,Sports,3,146.15,Credit Card,Cancelled
T2611,2026-03-02,C203,Gwendolyn Pennington,CA,P152,Books,2,158.0,PayPal,Cancelled
T2612,2025-04-19,C100,Renee Olson,FR,P41,Electronics,3,291.97,UPI,Completed
T2613,2025-12-09,C132,Aaron Valenzuela,FR,P130,Electronics,2,172.02,PayPal,Cancelled
T2614,2025-07-31,C160,Lori Crane,AU,P186,Electronics,2,63.65,PayPal,Completed
T2615,2026-01-02,C14,Scott Schmitt,DE,P29,Clothing,5,184.8,Credit Card,Returned
T2616,2025-05-18,C111,April Hicks,DE,P130,Home,3,470.33,UPI,Returned
T2617,2025-09-27,C149,Kimberly Rodriguez,AU,P42,Sports,3,46.84,Credit Card,Completed
T2618,2025-09-14,C10,Patricia Long,IN,P106,Electronics,3,101.15,Credit Card,Cancelled
T2619,2026-01-25,C268,James Hunter,AU,P184,Electronics,2,274.5,UPI,Returned
T2620,2025-05-13,C46,Juan Lewis,FR,P49,Home,3,52.88,Debit Card,Cancelled
T2621,2025-04-28,C246,Brian Greer,UK,P20,Home,4,60.71,Debit Card,Completed
T2622,2025-09-13,C185,Kathryn Johnson,DE,P99,Home,3,350.77,PayPal,Cancelled
T2623,2025-06-15,C81,Jessica Morrow,US,P128,Sports,2,446.96,PayPal,Returned
T2624,2025-11-29,C128,Derek Cooley,IN,P6,Home,1,37.15,PayPal,Cancelled
T2625,2025-04-27,C134,Justin Christian,AU,P187,Electronics,1,221.5,UPI,Completed
T2626,2025-11-22,C247,Matthew Roberts,FR,P184,Books,4,52.87,PayPal,Cancelled
T2627,2025-10-06,,William Banks,US,P51,Sports,2,95.74,Debit Card,Returned
T2628,2026-02-12,C92,Mr. Jonathan Floyd,US,P76,Clothing,5,391.1,UPI,Cancelled
T2629,2025-10-18,C29,Christina Jones,CA,P69,Sports,2,226.17,Debit Card,Cancelled
T2630,2025-05-04,C275,Robert Love,AU,P63,Books,3,60.77,Credit Card,Cancelled
T2631,2025-07-04,C66,Brandon Dickerson,IN,P105,Sports,5,184.81,Credit Card,Returned
T2632,2025-08-14,C253,Jennifer Lawrence,AU,P149,Electronics,2,466.21,Debit Card,Returned
T2633,2025-08-21,C21,Dave Cruz,FR,P191,Sports,4,405.92,Debit Card,Returned
T2634,2025-10-10,C227,Alexander Lamb,CA,P3,Home,5,92.87,Debit Card,Cancelled
T2635,2025-09-16,C230,James Sosa,DE,P133,Home,2,43.48,Debit Card,Completed
T2636,2025-07-23,C26,Stephen Martin,AU,P42,Books,2,483.63,PayPal,Cancelled
T2637,2025-04-15,C256,Michael Wilson,CA,P197,Home,5,146.24,Debit Card,Returned
T2638,2025-10-08,C85,Susan Stephens,AU,P66,Clothing,3,123.79,Credit Card,Completed
T2639,2026-04-15 12:42:24.027705,C30,Michelle Baxter,DE,P159,Books,2,490.49,PayPal,Cancelled
T2640,2026-02-26,C244,Jamie Johnson,UK,P130,Electronics,4,499.74,Debit Card,Completed
T2641,2025-04-14,C132,Jason Daniels,US,P90,Books,1,19.58,Debit Card,Completed
T2642,2025-07-12,C130,Jennifer Myers,IN,P20,Clothing,1,457.82,Debit Card,Completed
T1,2025-10-31,C44,Lori Bauer,UK,P70,Books,1,351.85,Credit Card,Returned
T2644,2025-10-05,C133,Sherri Wright,DE,P56,Sports,1,474.29,Debit Card,Cancelled
T2645,2025-12-02,C123,Eric Collier,CA,P22,Home,1,21.82,Credit Card,Cancelled
T2646,2025-05-07,C221,William Castaneda,UK,P28,Books,5,466.6,UPI,Cancelled
T2647,2025-03-22,C121,Mary Smith,AU,P54,Sports,3,369.49,Debit Card,Cancelled
T2648,2025-12-06,C11,Jeffrey Rodriguez,IN,P30,Sports,2,14.1,Credit Card,Completed
T2649,2026-02-27,C199,Ms. Amber Campos,UK,P134,Electronics,4,306.76,PayPal,Cancelled
T2650,2025-10-22,C249,Matthew Evans DVM,FR,P116,Home,3,276.82,Debit Card,Completed
T2651,2026-04-15 12:42:24.022966,C146,Misty Harrington,AU,P114,Sports,2,85.21,UPI,Returned
T2652,2025-04-26,C222,Spencer Mccormick,FR,P8,Home,1,214.25,UPI,Completed
T2653,2025-07-27,C248,James Kirk,IN,P14,Sports,5,497.76,Debit Card,Completed
T2654,2025-12-18,C283,Blake Mata,DE,P107,Clothing,4,380.75,Debit Card,Completed
T2655,2025-10-19,C4,Jeffrey Martin,AU,P77,Home,1,456.73,PayPal,Cancelled
T2656,2025-11-26,C172,James Bond,US,P92,Sports,1,300.17,Debit Card,Returned
T2657,2025-08-02,C32,Elizabeth Williams,FR,P149,Books,2,238.24,UPI,Cancelled
T2658,2025-08-01,C108,James Morris,IN,P128,Clothing,3,158.78,Debit Card,Returned
T2659,2025-11-22,C214,Cassandra Hudson,US,P199,Electronics,5,416.27,Debit Card,Cancelled
T2660,2025-07-30,C197,Kathryn Alvarado,IN,P18,Sports,2,243.32,Debit Card,Cancelled
T2661,2025-09-05,C185,Denise Cohen,FR,P195,Home,2,194.07,UPI,Cancelled
T2662,2026-04-15 12:42:24.026125,C228,Mrs. Rachel West,AU,P178,Books,4,245.37,Credit Card,Returned
T2663,2025-09-19,C81,Mary Sheppard,AU,P34,Sports,1,367.71,UPI,Completed
T2664,2026-01-27,C294,Heidi Sandoval,AU,P174,Clothing,5,308.76,Debit Card,Returned
T2665,2025-08-17,C284,Sherry Ray,IN,P105,Books,4,91.92,Debit Card,Cancelled
T2666,2026-01-16,C121,Alexander Mccann,AU,P160,Electronics,3,207.99,PayPal,Cancelled
T2667,2025-05-13,C14,Mary Jackson,CA,P8,Sports,4,286.72,PayPal,Returned
T2668,2025-10-09,C114,Taylor Vaughn,CA,P19,Clothing,4,448.57,PayPal,Returned
T2669,2025-07-28,C290,Thomas Arias,CA,P88,Clothing,4,349.97,Credit Card,Completed
T2670,2025-12-03,C116,Amanda Walters,CA,P190,Books,1,382.01,PayPal,Cancelled
T2671,2025-12-04,C84,David Nguyen,AU,P195,Home,3,301.41,Debit Card,Returned
T2672,2025-12-19,C160,Zachary Bender,IN,P22,Electronics,2,335.17,PayPal,Returned
T2673,2025-12-10,C281,Charles Fisher,CA,P91,Books,2,137.94,Credit Card,Cancelled
T2674,2026-02-17,C100,Becky Williams,US,P21,Electronics,1,51.89,PayPal,Cancelled
T2675,2025-11-14,C264,Ronald Walker,CA,P8,Sports,1,319.27,UPI,Cancelled
T2676,2025-06-16,C55,Mary Adkins,AU,P89,Home,5,316.56,Credit Card,Cancelled
T2677,2025-10-03,C267,Sarah Heath,IN,P10,Sports,1,457.92,UPI,Returned
T2678,2026-01-06,C183,Barbara Diaz,US,P178,Clothing,5,332.93,Credit Card,Cancelled
T2679,2025-11-15,C225,Jessica Palmer,AU,P90,Home,2,430.84,Credit Card,Cancelled
T2680,2025-05-03,C217,Jacob Ochoa,IN,P194,Sports,2,34.25,Credit Card,Cancelled
T2681,2026-01-27,C63,Gary Perez,CA,P104,Sports,1,410.8,PayPal,Completed
T2682,2025-12-09,C39,Alexis Sherman,FR,P45,Sports,4,293.93,UPI,Completed
T2683,2026-03-15,C7,Russell Martin,CA,P54,Books,3,312.85,UPI,Completed
T2684,2026-02-18,C168,Linda Oliver,CA,P155,Clothing,2,320.17,PayPal,Cancelled
T2685,2025-07-09,C192,Juan Campbell,FR,P196,Sports,5,311.37,Debit Card,Returned
T2686,2025-12-04,C108,Rachel Lawrence,DE,P56,Sports,2,128.85,UPI,Completed
T2687,2025-06-13,C84,Anthony Moore,UK,P198,Sports,5,34.69,UPI,Cancelled
T2688,2026-01-18,C148,Gina Grant,IN,P3,Sports,1,446.98,Credit Card,Cancelled
T2689,2026-02-17,C40,Jamie Parks,FR,P141,Books,4,125.91,PayPal,Cancelled
T2690,2026-01-31,C275,Jennifer Hicks,UK,P76,Electronics,3,303.65,Debit Card,Returned
T2691,2025-07-18,C39,Melissa Mclaughlin,FR,P189,Sports,3,198.81,UPI,Cancelled
T2692,2025-08-23,,Anna Murphy,US,P15,Sports,1,200.56,Debit Card,Completed
T2693,2025-12-12,C239,John Austin,UK,P161,Books,5,93.27,Credit Card,Completed
T2694,2025-11-20,C100,Jessica Silva,IN,P62,Home,3,216.61,Debit Card,Completed
T2695,2025-09-13,C221,Timothy Williams,IN,P184,Electronics,4,479.85,PayPal,Returned
T2696,2025-05-28,C48,Francisco Mendoza,FR,P167,Sports,1,413.6,UPI,Completed
T2697,2025-06-22,C14,Robert Rivera,AU,P175,Books,2,487.3,UPI,Cancelled
T2698,2026-01-09,C132,Catherine Winters,US,P161,Sports,5,220.04,Debit Card,Completed
T2699,2025-11-08,C36,Jennifer Hill,US,P79,Electronics,5,140.16,PayPal,Returned
T2700,2025-09-15,C25,Danielle Ford,FR,P119,Electronics,4,338.49,Credit Card,Cancelled
T2701,2026-03-03,C54,Jonathan Rice,DE,P19,Home,4,364.19,Debit Card,Returned
T2702,2025-08-20,C12,Sandra Bishop,FR,P113,Home,3,104.1,UPI,Returned
T2703,2025-08-11,C133,Kimberly Howard,DE,P149,Clothing,2,207.41,PayPal,Cancelled
T2704,2025-08-13,C282,Jill Carroll,DE,P118,Books,1,155.85,Credit Card,Completed
T2705,2025-07-26,C271,William Rice,CA,P121,Electronics,1,90.35,PayPal,Cancelled
T2706,2025-12-08,C10,Harold Gibson,CA,P29,Books,4,295.05,Credit Card,Returned
T2707,2026-01-05,C282,Angelica Boyd,AU,P174,Home,4,103.91,UPI,Completed
T2708,2025-03-30,C212,Rebecca Thomas,IN,P26,Electronics,1,69.72,UPI,Completed
T2709,2025-07-11,C293,Jason Garrison,US,P104,Electronics,2,38.24,UPI,Cancelled
T2710,2025-08-27,C148,Amanda Pierce,US,P96,Electronics,1,309.04,Debit Card,Cancelled
T2711,2025-11-14,C37,Mr. Christopher Hernandez,FR,P157,Sports,4,133.95,Debit Card,Cancelled
T2712,2026-03-02,C233,Debra Fuller,AU,P170,Books,2,498.4,PayPal,Completed
T2713,2025-11-06,C12,Jordan Coleman,CA,P140,Books,1,426.93,Credit Card,Returned
T2714,2025-12-02,C144,Brandon Hooper,DE,P145,Books,1,37.24,Credit Card,Cancelled
T2715,2025-08-29,C249,Linda Marsh,IN,P35,Electronics,5,250.91,Credit Card,Completed
T2716,2025-12-15,C9,Amanda Knight,CA,P179,Clothing,3,146.61,PayPal,Returned
T2717,2025-06-02,C82,Monica Ayers,US,P37,Electronics,5,419.73,PayPal,Cancelled
T2718,2025-08-18,C59,Michael Howell,DE,P146,Clothing,3,174.14,Debit Card,Returned
T2719,2025-04-25,C158,Tanya Smith,CA,P116,Sports,4,251.73,Debit Card,Cancelled
T2720,2025-08-19,C60,Phillip Smith,XYZ,P171,Books,5,378.53,UPI,Cancelled
T2721,2025-04-21,C88,Kayla Johnson,IN,P180,Books,1,414.09,Debit Card,Completed
T2722,2025-08-04,C242,Dean Escobar,FR,P19,Sports,3,292.38,Debit Card,Returned
T2723,2025-12-13,C253,Rachel Jacobs,DE,P24,Sports,1,312.99,UPI,Cancelled
T2724,2025-07-06,C118,Joshua Clark,AU,P174,Clothing,-4,336.28,UPI,Returned
T2725,2025-07-17,C217,Carl Brown,DE,P16,Books,4,192.66,Credit Card,Cancelled
T2726,2025-04-02,C280,Tyler Gilmore,AU,P120,Electronics,4,418.69,Credit Card,Completed
T2727,2026-01-12,C263,Jennifer Wagner,DE,P162,Books,1,474.96,Debit Card,Cancelled
T2728,2025-03-30,C95,Elizabeth Rodriguez,US,P189,Clothing,2,301.5,UPI,Cancelled
T2729,2025-06-16,C35,Meghan Duarte,US,P53,Sports,3,367.47,Credit Card,Cancelled
T2730,2025-05-30,C272,Patricia Burke,FR,P116,Home,4,195.51,UPI,Cancelled
T2731,2025-09-15,C46,Richard Atkins,UK,P68,Clothing,2,396.57,PayPal,Cancelled
T2732,2026-02-03,C76,Gary Jones,AU,P47,Electronics,4,320.44,UPI,Returned
T2733,2025-05-06,C110,Robert Petersen,FR,P166,Electronics,5,165.23,Debit Card,Returned
T2734,2026-02-09,C276,Bradley Mitchell,IN,P164,Electronics,2,415.24,Credit Card,Cancelled
T2735,2025-08-04,C144,Antonio Rios,UK,P43,Clothing,2,455.74,UPI,Returned
T2736,2025-08-23,C204,Jordan Haas,CA,P62,Electronics,2,305.77,Credit Card,Cancelled
T2737,2025-07-19,C101,Denise Mcdaniel,FR,P40,Home,5,23.96,PayPal,Completed
T2738,2025-11-16,C156,Paul Hill,UK,P133,Books,3,385.65,Debit Card,Completed
T2739,2025-08-02,C180,Anthony Nichols,DE,P69,Books,2,38.61,PayPal,Returned
T2740,2025-04-08,C195,Jackie Farmer,US,P32,Home,4,287.86,UPI,Completed
T2741,2025-11-02,C22,Angela Bernard,US,P191,Clothing,5,158.09,PayPal,Returned
T2742,2025-08-19,C31,Lisa Garcia,FR,P163,Books,5,373.62,Credit Card,Returned
T2743,2025-11-29,C219,Marcus Mcgee,XYZ,P61,Clothing,5,79.65,Debit Card,Returned
T2744,2025-07-26,C10,Steven Weber,US,P40,Sports,4,397.55,UPI,Returned
T2745,2025-12-12,C277,Crystal Brooks,AU,P188,Sports,2,399.61,Credit Card,Cancelled
T2746,2026-01-13,C14,Samuel Clarke,CA,P135,Electronics,4,443.73,Credit Card,Cancelled
T2747,2025-06-20,C225,Linda Jenkins,DE,P47,Clothing,1,327.94,Debit Card,Cancelled
T2748,2025-11-22,C201,Victoria Jimenez,IN,P192,Sports,2,29.28,Credit Card,Returned
T2749,2025-08-21,C75,Manuel Swanson,IN,P110,Home,3,299.6,Credit Card,Cancelled
T2750,2026-02-12,C132,Elizabeth Campbell,UK,P102,Books,2,474.27,PayPal,Returned
T2751,2025-11-10,C54,Jonathan Johnson,UK,P87,Home,4,183.84,Credit Card,Returned
T2752,2025-04-23,C199,Shane Molina,UK,P181,Home,5,470.69,Debit Card,Returned
T2753,2026-02-02,C201,Christy Gilbert,AU,P22,Electronics,5,11.98,Debit Card,Cancelled
T2754,2025-04-13,C134,Joshua Johnson,DE,P55,Electronics,4,390.1,Debit Card,Cancelled
T2755,2025-06-08,C60,Aaron Jones,DE,P116,Electronics,3,478.02,Credit Card,Completed
T2756,2025-10-02,C31,Jeffrey Schroeder,DE,P153,Sports,3,244.69,UPI,Completed
T2757,2025-03-25,C32,Katrina Schwartz,UK,P82,Electronics,2,420.07,PayPal,Cancelled
T2758,2026-01-03,C101,Brooke Reed,UK,P66,Sports,4,325.53,PayPal,Returned
T2759,2025-07-14,C298,Elizabeth Moon,DE,P164,Home,5,367.01,Debit Card,Cancelled
T2760,2026-01-19,C130,Brian Anderson,UK,P180,Electronics,4,295.91,Debit Card,Returned
T2761,2025-11-06,C132,Margaret Moody,DE,P130,Electronics,3,205.04,Credit Card,Cancelled
T2762,2025-09-04,C9,Jennifer Owens,FR,P20,Electronics,1,67.48,Credit Card,Cancelled
T2763,2025-03-27,C234,Michelle Santana,CA,P28,Electronics,5,430.3,Credit Card,Cancelled
T2764,2025-08-29,C121,Terry Chapman,CA,P125,Sports,2,407.07,PayPal,Completed
T2765,2026-03-07,C8,Kayla Warren,US,P66,Electronics,3,287.83,Debit Card,Completed
T2766,2025-12-06,C258,William Fuller,US,P85,Sports,5,99.48,UPI,Cancelled
T2767,2025-09-06,C111,Michael Jensen,AU,P47,Books,5,216.13,UPI,Completed
T2768,2025-07-26,C20,Jessica Garcia,CA,P161,Electronics,5,496.74,Debit Card,Cancelled
T2769,2025-07-31,C136,Gregory Page,US,P65,Sports,5,92.0,UPI,Cancelled
T2770,2025-04-30,C143,William Berry,CA,P25,Sports,3,322.24,Credit Card,Completed
T2771,2025-06-27,C134,Jennifer Chavez,DE,P45,Books,4,440.23,Credit Card,Cancelled
T2772,2025-10-02,C36,Lori Perry,CA,P134,Home,5,249.65,PayPal,Cancelled
T2773,2025-04-09,C273,Dylan Kim,DE,P105,Home,4,491.9,UPI,Cancelled
T2774,2025-07-16,C204,Anna Moore,CA,P7,Books,2,110.87,PayPal,Completed
T2775,2025-11-05,C267,Willie Obrien,CA,P42,Sports,4,199.41,UPI,Cancelled
T2776,2025-03-20,C19,Vanessa Garcia,FR,P61,Home,2,28.69,UPI,Returned
T2777,2025-09-17,C43,Deborah King,AU,P165,Electronics,3,328.71,Credit Card,Completed
T2778,2025-09-01,C32,Lori Kirk,IN,P168,Electronics,3,318.83,UPI,Returned
T2779,2025-04-15,C289,Brittany Stevenson,US,P127,Sports,4,228.27,PayPal,Completed
T2780,2025-09-11,C233,Lisa Morris,UK,P129,Sports,3,131.37,Debit Card,Completed
T2781,2025-04-23,C116,Nancy Ellis,FR,P29,Home,4,93.98,UPI,Completed
T2782,2025-10-14,C3,Erica Miller,UK,P105,Home,1,392.36,Credit Card,Completed
T1,2025-12-17,C225,Benjamin Frazier,DE,P114,Home,2,125.82,UPI,Completed
T2784,2025-07-30,C120,Jacob Contreras,DE,P132,Electronics,5,61.59,Credit Card,Cancelled
T2785,2026-01-07,C276,Briana Ewing,DE,P14,Home,5,498.36,Credit Card,Cancelled
T2786,2025-11-23,C179,Ricardo Chavez,UK,P157,Books,3,75.14,UPI,Completed
T2787,2025-07-02,C262,Lauren Williams,DE,P157,Electronics,5,50.0,Credit Card,Completed
T2788,2026-01-23,C179,Edward Gonzalez,CA,P10,Home,5,173.11,Debit Card,Cancelled
T2789,2025-11-07,C31,John Nelson,UK,P193,Clothing,5,71.9,Credit Card,Completed
T2790,2025-12-22,C176,Christopher Walker,IN,P165,Home,4,81.5,Credit Card,Cancelled
T2791,2026-01-23,C134,Deborah Smith,US,P141,Sports,5,427.61,Debit Card,Returned
T2792,2025-09-27,C66,Joseph Johns,CA,P27,Electronics,5,293.89,PayPal,Completed
T2793,2025-07-19,C255,Derek Moore,UK,P177,Sports,2,186.79,Credit Card,Completed
T2794,2025-05-21,C243,Robert Wiggins DVM,IN,P89,Books,4,293.61,Debit Card,Completed
T2795,2026-01-11,C183,Eric Davis,CA,P172,Electronics,2,285.25,Debit Card,Completed
T2796,2026-02-22,C191,Wendy Curtis,US,P33,Electronics,2,121.45,UPI,Returned
T2797,2026-01-04,C143,Shawn Crawford,US,P91,Home,5,496.64,UPI,Completed
T2798,2025-05-29,C169,Robin Moore,IN,P13,Home,4,106.46,UPI,Cancelled
T2799,2025-05-25,C98,Richard Weber,UK,P19,Clothing,3,433.34,Debit Card,Completed
T1,2025-07-11,C15,Michael Hudson,AU,P177,Sports,5,434.9,Credit Card,Completed
T2801,2026-01-21,C177,Alexander Hood,CA,P163,Sports,5,465.53,Debit Card,Completed
T2802,2025-09-21,C240,Monica Delacruz,UK,P112,Sports,1,20.92,Credit Card,Completed
T2803,2025-08-30,C56,Julia Lopez,IN,P47,Books,3,174.33,PayPal,Cancelled
T2804,2026-02-23,C108,Matthew Cox,US,P60,Home,4,424.5,Debit Card,Cancelled
T2805,2025-10-01,C229,Christopher Shelton,DE,P141,Home,5,54.16,Debit Card,Completed
T2806,2025-10-08,C38,Thomas Haynes,IN,P91,Electronics,1,275.54,PayPal,Cancelled
T2807,2025-06-17,C13,Natalie Chavez,DE,P157,Books,2,256.22,Credit Card,Returned
T2808,2025-05-03,C247,Emily Miller,CA,P152,Electronics,5,190.96,UPI,Cancelled
T2809,2025-03-25,C299,Olivia Nichols,FR,P1,Sports,4,123.28,PayPal,Returned
T2810,2026-01-03,C160,Joseph Austin,IN,P85,Electronics,3,158.45,UPI,Cancelled
T2811,2025-12-29,C224,Kathy Davenport,XYZ,P77,Clothing,3,47.47,Debit Card,Completed
T2812,2025-12-08,C10,Nicole Martinez,US,P59,Electronics,5,90.66,Credit Card,Cancelled
T2813,2026-01-11,C217,Jessica Deleon,CA,P114,Clothing,3,393.98,Credit Card,Cancelled
T2814,2025-11-10,C167,Philip Gonzalez,FR,P80,Clothing,3,212.78,Debit Card,Returned
T2815,2025-04-16,C277,Rachel Berger,IN,P89,Sports,2,68.31,Debit Card,Completed
T2816,2025-03-16,C112,Kurt Gray,DE,P83,Clothing,5,203.88,UPI,Completed
T2817,2025-06-29,C225,Gary Wells,AU,P98,Books,4,375.2,PayPal,Completed
T2818,2026-02-24,C263,Joyce Malone,US,P96,Electronics,2,-75.67185573513851,Debit Card,Completed
T2819,2025-08-27,C66,Jessica Cohen,UK,P166,Home,1,373.55,UPI,Completed
T2820,2025-05-05,C254,Jacqueline Hudson,UK,P85,Home,5,183.52,PayPal,Completed
T2821,2026-02-19,C200,Samuel Day,US,P148,Clothing,2,62.84,UPI,Cancelled
T2822,2026-02-03,C210,Thomas Mueller,US,P185,Home,3,496.71,Credit Card,Completed
T2823,2025-06-02,C137,Megan Atkins,DE,P116,Electronics,1,473.31,PayPal,Cancelled
T2824,2025-11-18,C99,Angel Morgan,IN,P197,Electronics,3,123.25,Debit Card,Completed
T2825,2025-05-26,C107,Jason Hughes,DE,P170,Home,5,23.87,Debit Card,Returned
T2826,2026-02-12,C64,Roberto Phillips,AU,P112,Home,5,78.64,Debit Card,Completed
T2827,2025-07-24,C229,Katrina Steele,DE,P114,Clothing,4,200.33,PayPal,Completed
T2828,2025-08-18,C169,Michael Cooper,IN,P48,Books,3,329.27,PayPal,Returned
T2829,2025-12-16,C146,Jeffrey Williamson,DE,P122,Books,4,425.61,Debit Card,Returned
T2830,2025-07-15,C290,Susan Pearson,CA,P118,Electronics,4,206.4,Debit Card,Cancelled
T2831,2025-09-21,C269,Casey Ayers,DE,P152,Home,5,150.25,Credit Card,Returned
T2832,2026-01-30,C8,Megan Huerta,CA,P182,Home,1,227.72,PayPal,Completed
T2833,2025-05-07,C101,Daniel Perez,CA,P143,Sports,4,284.54,UPI,Cancelled
T2834,2025-05-20,C245,Erin Kim,DE,P163,Sports,4,33.29,Credit Card,Cancelled
T2835,2026-01-29,C58,Summer Russell,CA,P126,Sports,2,233.64,PayPal,Returned
T2836,2025-09-20,C123,Walter Hansen,IN,P173,Clothing,3,131.4,PayPal,Returned
T2837,2025-03-22,C150,Mallory Chen,UK,P135,Clothing,3,453.92,PayPal,Returned
T2838,2025-07-06,C117,Patrick Weiss,DE,P173,Clothing,4,-3.6486412710494722,UPI,Completed
T2839,2025-11-23,C257,Michelle Norman,UK,P94,Electronics,2,474.82,UPI,Completed
T2840,2025-04-15,C2,Nathan Ryan,FR,P129,Clothing,2,-13.839474328611887,Credit Card,Returned
T2841,2025-10-07,C59,Marc Townsend,US,P139,Clothing,1,46.62,PayPal,Cancelled
T2842,2025-08-16,C29,Anthony Ruiz,DE,P189,Clothing,-3,33.26,Debit Card,Returned
T2843,2025-11-11,C161,Brenda Williams,CA,P62,Sports,1,347.35,Debit Card,Returned
T2844,2025-09-17,C255,Heather Baker,AU,P72,Sports,3,386.68,Debit Card,Completed
T2845,2025-05-17,C153,David Henry,US,P89,Clothing,3,356.03,PayPal,Returned
T2846,2025-06-17,C173,Susan Fuller,FR,P49,Electronics,4,130.62,PayPal,Returned
T2847,2026-02-08,C103,John Turner,FR,P17,Sports,3,321.13,Debit Card,Completed
T2848,2025-07-11,C95,Peter Howell,AU,P198,Electronics,4,368.6,Credit Card,Completed
T2849,2026-01-19,C288,Kimberly Duncan,IN,P108,Electronics,1,25.53,UPI,Cancelled
T1,2025-03-17,C205,Dr. Joseph Beck,CA,P53,Books,3,494.77,Credit Card,Cancelled
T2851,2025-06-05,C248,Erin Swanson,UK,P196,Sports,2,27.04,UPI,Cancelled
T2852,2025-09-22,C8,Joseph Walton,CA,P165,Sports,1,339.69,PayPal,Returned
T2853,2025-07-16,C213,Duane Jones,CA,P114,Electronics,5,86.32,Debit Card,Cancelled
T2854,2025-06-17,C128,Susan Sutton,UK,P164,Electronics,3,82.09,PayPal,Cancelled
T2855,2025-08-30,C82,Jason Michael,IN,P20,Sports,5,66.36,PayPal,Cancelled
T2856,2025-12-12,C281,Nicholas Jones,AU,P61,Home,2,398.46,UPI,Cancelled
T2857,2025-12-20,C11,Anthony Stevens,FR,P22,Electronics,3,163.86,Debit Card,Completed
T2858,2025-05-14,C147,Erica Hicks,IN,P101,Electronics,1,269.57,PayPal,Returned
T2859,2025-11-25,C99,Donna Petty,CA,P108,Electronics,1,425.08,PayPal,Cancelled
T2860,2026-03-07,C86,Joshua Cook,DE,P161,Electronics,3,54.19,UPI,Completed
T2861,2025-04-23,C72,Shane Robinson,UK,P150,Electronics,1,78.85,PayPal,Cancelled
T2862,2025-12-19,,Darlene Harris,IN,P59,Books,3,57.69,UPI,Returned
T2863,2025-07-13,C29,Cynthia Jones,CA,P84,Sports,5,488.44,Credit Card,Cancelled
T2864,2025-11-15,C211,Cheryl Watson,US,P13,Sports,5,145.04,Credit Card,Completed
